wavelength_nm,importance_psi,importance_delta,importance_total
653,2.837735966477493e-06,0.001214208466172105,0.0012170462021385826
654,0.002275704307553662,0.000594529957985388,0.00287023426553905
655,0.005450209808760629,0.0009385812756261874,0.0063887910843868165
656,0.00199308977956543,1.075482789527262e-05,0.0020038446074607027
657,6.097220658879978e-06,0.0008902054839680488,0.0008963027046269288
658,0.001928063936618553,0.0006022853406990395,0.0025303492773175924
659,9.118521292703083e-05,0.0005373198345781792,0.0006285050475052101
660,0.0024479017241363986,3.471440699305783e-05,0.0024826161311294562
661,0.0012140118825054588,9.237858630234018e-06,0.0012232497411356928
662,1.6927823024263042e-05,0.0012632456895531065,0.0012801735125773696
663,0.0008669907653865861,0.0005811402764759675,0.0014481310418625536
664,3.4453227834395356e-05,0.009836907468560682,0.009871360696395078
665,0.005622885798793562,0.0002679791174040893,0.005890864916197652
666,0.0001941482288340019,0.0006061282624379305,0.0008002764912719324
667,0.002852574134243868,1.9241114465945654e-05,0.0028718152487098134
668,1.2310879782916772e-05,4.097974036921007e-05,5.3290620152126835e-05
669,9.297887109572413e-05,2.6077326492199824e-05,0.00011905619758792396
670,0.0021623810401942144,0.0001413448325001665,0.0023037258726943807
671,1.1629457058984756e-05,0.00034467819252023213,0.0003563076495792169
672,0.0016855936310751093,0.00031703574346678273,0.002002629374541892
673,0.0009322162078697301,0.0003117282903575929,0.001243944498227323
674,2.94104359445969e-06,0.00016885847515661086,0.00017179951875107054
675,6.630580573712243e-06,2.4384699606415757e-05,3.1015280180128e-05
676,0.0033966126682446847,0.001969881379394509,0.005366494047639194
677,6.023800923896495e-05,0.0008401952926548692,0.0009004333018938341
678,2.4225189753126746e-06,0.00020915105598033772,0.0002115735749556504
679,0.0026957864524283386,0.0002050260522978741,0.0029008125047262127
680,0.001987839737798318,0.00014244476462340735,0.0021302845024217254
681,0.00021065842567359296,0.00028584737023356173,0.0004965057959071547
682,2.1682867901498408e-05,0.0017987750525700799,0.0018204579204715782
683,1.4706531176519908e-05,0.0003135223713089014,0.00032822890248542126
684,1.9735088950151667e-05,0.0002633028233342368,0.0002830379122843885
685,0.0007304212707865429,0.00014989518718514676,0.0008803164579716897
686,2.279398551021914e-05,0.0003498575064324228,0.00037265149194264194
687,0.002780004221033261,0.0007321494082789385,0.0035121536293121996
688,3.713372025506456e-05,0.00030789358051495664,0.0003450273007700212
689,0.0025773187098605895,0.0001746539362462811,0.0027519726461068704
690,0.00024626392544416323,0.00019317530139578967,0.0004394392268399529
691,5.075638975070856e-05,0.0002064013612608058,0.00025715775101151436
692,0.00430299914668398,8.718985304685944e-05,0.0043901889997308395
693,3.51181765122085e-05,7.598640678824191e-05,0.00011110458330045042
694,0.0024096724794079993,0.0005216512961116616,0.002931323775519661
695,4.327390010274834e-06,0.00020051709012574301,0.00020484448013601784
696,1.8935254608258294e-06,0.00010307618829691934,0.00010496971375774517
697,0.0023657135313950705,0.00019170562891770643,0.002557419160312777
698,0.00011930784889644487,0.00018135823035320624,0.0003006660792496511
699,2.6387364572118656e-06,0.00020838026932881772,0.0002110190057860296
700,0.0022153538168908516,0.0005201516522819617,0.0027355054691728135
701,0.0008680640006452646,0.0002315600238208735,0.001099624024466138
702,0.004766303767673671,0.00011243966722688244,0.004878743434900553
703,5.085226652656205e-05,6.918210119921162e-05,0.00012003436772577367
704,0.002405588528965276,6.827875325931022e-05,0.002473867282224586
705,7.722554034260313e-06,3.534692429722979e-05,4.30694783314901e-05
706,8.904677887434947e-06,2.082401291042358e-05,2.972869079785853e-05
707,0.002948871518218428,0.00022732350129596725,0.003176195019514395
708,0.00015063748441247014,0.00014917692723195988,0.00029981441164443005
709,0.0022871880619363626,0.0013712163028096608,0.0036584043647460234
