wavelengths,model,MSE_mean,MSE_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,R2_mean,R2_std
95,Linear Regression,2233815867.3109,2794511112.6431,36318.4847,30245.3887,7201.6901,6256.6793,-8528690.0886,10747807.0364
95,Random Forest,3.4796,1.0275,1.8447,0.277,1.1241,0.0652,0.9876,0.004
95,MLP,3.9696,1.7164,1.9426,0.4427,1.3466,0.2216,0.9863,0.0049
90,Linear Regression,1266960704.177,1715518693.3908,25518.4115,24814.7411,6873.3174,7752.8944,-4852728.7317,6601312.691
90,Random Forest,2.7567,0.8399,1.6421,0.2454,1.0607,0.0833,0.9902,0.0031
90,MLP,3.3489,1.6317,1.7823,0.415,1.2462,0.2053,0.9885,0.0045
85,Linear Regression,538427779.7951,984055652.1586,15124.0769,17598.0134,4178.574,5197.2852,-2053491.814,3789514.0324
85,Random Forest,2.9914,0.9955,1.7069,0.279,1.0721,0.0732,0.9893,0.0038
85,MLP,4.8342,5.4052,1.9524,1.0111,1.3079,0.5551,0.9842,0.016
80,Linear Regression,59384825.8624,70059875.9625,6041.7821,4783.4815,1180.0065,911.735,-210399.5669,259954.9071
80,Random Forest,2.9249,0.6053,1.7013,0.1742,1.0653,0.0872,0.9896,0.0023
80,MLP,5.3158,3.8806,2.1726,0.7718,1.4811,0.4754,0.9819,0.0116
75,Linear Regression,806242786.9044,1094965743.8038,19876.8192,20276.9535,3869.6559,3830.7701,-2921851.8709,4186433.8347
75,Random Forest,3.0967,0.8748,1.7423,0.2475,1.1027,0.0817,0.9889,0.0035
75,MLP,3.7069,1.706,1.8789,0.4203,1.2919,0.1907,0.9872,0.005
70,Linear Regression,8686724.9323,10838780.6235,2374.3573,1746.1822,489.0686,379.1869,-30388.9394,37714.0336
70,Random Forest,3.4765,1.3181,1.8304,0.3549,1.0742,0.0718,0.9875,0.0051
70,MLP,4.031,2.6736,1.9134,0.6081,1.2757,0.2721,0.9863,0.0077
65,Linear Regression,89246893.2557,171295213.5781,5427.6245,7732.2562,970.6072,1526.6939,-341575.2332,659007.1394
65,Random Forest,3.2089,1.0049,1.7692,0.2811,1.111,0.0761,0.9885,0.004
65,MLP,3.9184,1.6829,1.9383,0.4016,1.3368,0.1858,0.9865,0.0046
60,Linear Regression,450499.1765,515189.749,547.3468,388.4722,86.3159,58.0612,-1704.4128,1996.1341
60,Random Forest,2.8116,0.8825,1.6564,0.261,1.0526,0.0508,0.9899,0.0034
60,MLP,3.3676,1.0939,1.8095,0.3055,1.2568,0.196,0.9883,0.0032
55,Linear Regression,204174.1151,284785.7488,317.3741,321.633,48.0743,44.5422,-730.0544,1014.9437
55,Random Forest,3.6143,1.0213,1.8829,0.2627,1.1287,0.0572,0.987,0.0041
55,MLP,3.723,1.1169,1.909,0.2804,1.3399,0.1588,0.987,0.0029
50,Linear Regression,191996.5371,226850.3131,309.7638,309.9079,50.6338,51.9576,-701.3236,830.5616
50,Random Forest,2.6692,0.6842,1.6209,0.2046,1.061,0.0938,0.9905,0.0025
50,MLP,4.1085,1.5656,1.9923,0.373,1.4082,0.2142,0.9858,0.0042
